title,vendor,ingredients_cleaned,description_cleaned,sold_count,90 Day Repurchase Rate
Salted Caramel Matcha Nespresso® Compatible Pods,PerfectTed,"coconut sugar, matcha, natural flavouring, salt","ceremonial grade matcha, shade-grown green tea leaves, caffeine, energy boost, Nespresso machine compatible pods, adults",12,0.0
Salted Maple Pecan,YES Bar,"almonds, cashews, maple syrup, sunflower seeds, macadamia nuts, pumpkin seeds, coconut butter, pecans, coconut nectar, sesame seed butter, ground flax seeds, sea salt","pecans, macadamias, almonds, cashews, Vermont maple syrup, sea salt, nuts and seeds, gluten-free, vegan, paleo, refined sugar-free, snack, on-the-go, work, mindful treat, bar, adults seeking balanced lifestyle",0,0.0
Salted Maple Pecan Mini Snack Bar,YES Bar,"almonds, cashews, maple syrup, sunflower seeds, macadamia nuts, pumpkin seeds, coconut butter, pecans, coconut nectar, sesame seeds, flax seeds, sea salt","pecans, macadamias, almonds, cashews, Vermont maple syrup, sea salt, gluten-free, vegan, keto-friendly, snack, quick pick-me-up, bar, general audience",0,0.0
Salted Peanut Butter,David,"milk protein isolate, collagen, whey protein concentrate, egg white, maltitol, glycerin, allulose, tapioca starch, soy lecithin, modified plant fat, peanut flour, peanut extract, salt, sucralose, acesulfame potassium, dutch process cocoa powder","peanut butter, protein blend, maltitol, allulose, plant and dairy fats, muscle growth and maintenance, bone health, snack, post-workout, bar, adults",0,0.0
Salty Fig,Cosmic Dealer,"almond, dark chocolate, cocoa mass, date, cocoa butter, fig, date syrup, carob, salt","almond butter, fig, dark chocolate, dates, carob, salt, vegan, organic, gluten-free, keto, chocolate, treat, square, snack, adults",0,0.310811
Sambucus Immune Gummy,Nature's Way,"vitamin c, vitamin d3, zinc, sodium, black elder, tapioca syrup, cane sugar, purified water, pectin, natural flavors, citric acid, sodium citrate, coconut oil, beeswax","elderberry extract, vitamin C, vitamin D, zinc, immune support, antioxidant activity, gummy, general audience",0,0.0
Sample Envelope,All Colour Envelopes,,,0,0.0
Sand Ruck Plate,GORUCK,,"sand, rucking and varied training routines, plate, fitness enthusiasts",2,0.0
Sauna Blanket Bag,HigherDOSE,,"recycled ocean plastics, water-resistant material, storage bag for Infrared Sauna Blanket, backpack-style straps, fits V3 or V4 models only",46,0.0
Saviour Moisture Mask,By Sarah,"water, pentylene glycol, sodium hyaluronate, aloe barbadensis leaf juice, benzoic acid, sodium hydroxide","hyaluronic acid, aloe leaf extract, hydration, soothing, gel mask, people with dry, dull, tired skin, perimenopausal or menopausal women",0,0.0
Saw Palmetto Complex,Biocare,"l-arginine, propionyl-l-carnitine, saw palmetto, panax ginseng, lycopene, nettle root, zinc","saw palmetto, nettle root, ginseng, zinc, maintain normal testosterone, support fertility, support immune system, protect cells from oxidative stress, capsule, men",0,0.0
Scalp & Hair Mist Organic Sunscreen SPF 30,Coola,"avobenzone, homosalate, octisalate, octocrylene, alcohol denat, algae extract, c12-15 alkyl benzoate, centella asiatica extract, cinnamidopropyltrimonium chloride, citrus aurantium bergamia fruit oil, elaeis guineensis fruit extract, glycerin, glycine soja seed extract, oryza sativa extract, panthenol, plumeria acutifolia flower extract, water, xylitol","Monoi Oil, Gotu Kola Extract, Broad Spectrum SPF 30, UV damage prevention, UV-related hair colour fading prevention, scalp nourishment, water-resistant (80 minutes), sunscreen spray, hair and scalp, adults",0,0.0
Scalp Massager,Ceremonia,,"handheld scalp massager, boosts blood circulation, exfoliates scalp, removes buildup, controls flakiness and excess oil, promotes hair growth, enhances shine, supports stronger hair, handheld tool, all hair types",0,0.0
ScanWatch 2 - 38mm,Withings,,"FKM (fluoroelastomer), Stainless Steel, advanced sensors, HealthSense™ software, health monitoring, sleep analysis, fitness tracking, heart health monitoring, AFib detection, blood oxygen measurement, respiratory health tracking, menstrual cycle tracking, smartwatch, adults",15,0.0
ScanWatch 2 - 42mm - Black,Withings,,"advanced sensors, HealthSense™ software, health monitoring, sleep analysis, fitness tracking, heart health monitoring, blood oxygen measurement, respiratory health tracking, menstrual cycle tracking, smartwatch, adults",23,0.0
Scanwatch 2 38mm - Rose Gold,Withings,,"advanced sensors, HealthSense™ software, health monitoring, sleep analysis, fitness tracking, heart health monitoring, blood oxygen measurement, respiratory health tracking, menstrual cycle tracking, smartwatch, adults",0,0.0
Scanwatch Brilliant-Silver,Withings,,"ECG, SpO2, heart rate tracking, TempTech24/7 body temperature sensor, sleep cycle analysis, breathing disturbance monitoring, hybrid smartwatch, health monitoring, heart health, sleep analysis, activity tracking, long battery life (up to 30 days), smartwatch, adults",0,0.0
Scanwatch Light - Black,Withings,,"smartwatch, heart health monitoring, activity tracking, sleep monitoring, menstrual cycle tracking, smartwatch, adults",12,0.0
Scanwatch Nova - Black,Withings,,"temperature sensor, heart rate monitor, ECG with AFib detection, blood oxygen monitor, respiratory rate sensor, sleep tracker, menstrual cycle tracker, 24/7 temperature tracking, heart rate monitoring, sleep tracking, respiratory health monitoring, menstrual cycle tracking, activity tracking, smartwatch, adults",0,0.0
Scanwatch Nova - Green,Withings,,"temperature sensor, heart rate sensor, ECG with AFib detection, blood oxygen sensor, respiratory rate sensor, menstrual cycle tracking, sleep tracking, activity tracking, 24/7 temperature tracking, heart rate monitoring, ECG with AFib detection, sleep quality monitoring, respiratory health monitoring, menstrual cycle tracking, activity tracking, smartwatch, general adult users",0,0.0
Scar Saviour,NAYDAYA,"cocos nucifera oil, ricinus communis seed oil, prunus amygdalus dulcis oil, olea europaea fruit oil, euphorbia cerifera cera, theobroma cacao seed butter, simmondsia chinensis seed oil, glycyrrhiza glabra root extract, argania spinosa kernel oil, tocopherol, althaea officinalis root extract, curcuma longa root extract","Turmeric Root Extract, Liquorice Root, Marshmallow Root, Vitamin E, Coconut oil, Jojoba oil, Argan oil, reduces scars and stretch marks, fades pigmentation and dark spots, accelerates skin recovery, balm, general adult use",0,0.0
Scent Free Sun Cream SPF30,Green People,"aqua,coco-caprylate,diethylhexyl butamido triazone,diethylamino hydroxybenzoyl hexyl benzoate,zinc oxide,cetearyl alcohol,cetearyl glucoside,caprylic/capric triglyceride,glycerin,oryza sativa starch,olea europaea fruit oil,theobroma cacao seed butter,aloe barbadensis leaf juice powder,helianthus annuus seed oil,potassium cetyl phosphate,sodium gluconate,polyglyceryl-3 polyricinoleate,polyhydroxystearic acid,camellia sinensis leaf extract,leontopodium alpinum flower leaf extract,rosmarinus officinalis leaf extract,commiphora myrrha oil,gluconolactone,hydroxystearic acid,sodium dehydroacetate,xanthan gum,stearic acid,palmitic acid,isostearic","Aloe Vera, natural antioxidants, SPF30, sun protection, moisture retention, water repellent, cream, sensitive skin, prone to prickly heat, vegan",213,0.191489
Scented Organic Lavender & Linseed Eye Pillows - Graphite Grey,Yoga Studio,,"organic linseed, lavender, relaxing and calming scent, soothe tired eyes, relieve headaches, meditation, restorative yoga, eye pillow, adults",23,0.0
Scrubby Floss,RiseWell,"hydroxyapatite, spearmint oil, xylitol, stevia","xylitol, hydroxyapatite, spearmint oil, tooth mineralisation, flossing, dental cleaning, floss, general audience",120,0.398907
Sea Moss + Immune & Energy Liposomal - Citrus Berry,MaryRuth's,"vitamin e, vitamin b12, sunflower seed oil, phosphatidylcholine, phosphatidylinositol, phosphatidylethanolamine, sterols, elderberry, chondrus crispus, rose hips, orange oil, purified water, vegetable glycerin, xylitol, gum acacia, vanilla, citric acid","elderberry, methyl B12, sea moss, rose hips, vitamin E, orange oil, supports immune function, supports energy metabolism, supports nervous system function, liposomal delivery, liquid or drizzled form, general adult audience",0,0.0
Sea Moss Glow Gummies,Akasha Superfoods,"vitamin c, vitamin e, irish sea moss, pearl powder, aloe vera, blue spirulina, cane sugar, tapioca syrup, purified water, mct oil, pectin, tapioca starch, citric acid, strawberry, lemon, spirulina, sunflower lecithin","Vitamin C, Vitamin E, Irish sea moss, aloe vera, Blue Majik, support collagen formation, protect cells from oxidative stress, maintain skin hydration, support skin radiance, gummy, general adult audience",26,0.368421
Sea Moss Gummies,Codeage,"sea moss, tapioca syrup, cane sugar, water, pectin, citric acid, sunflower oil, carnauba wax","Irish sea moss extract, plant-based pectin, vegan-friendly, gummies, general adult use",0,0.0
Sea Moss Gummies,Erewhon,"sea moss, orange, passion fruit, pineapple, coconut sugar","wild sea moss, iodine, supports cognitive function, supports energy metabolism, supports nervous system function, maintains skin health, supports thyroid function, gummy, vegan",0,0.0
Sea Moss with Spirulina & Chlorella Liposomal - Limeade,MaryRuth's,"vitamin e, sunflower seed oil, phosphatidylcholine, phosphatidylinositol, phosphatidylethanolamine, sterols, chlorophyll, spirulina, irish moss, chlorella, dandelion root, dandelion leaf, purified water, vegetable glycerin, xylitol, citric acid, gum acacia","sea moss, spirulina, chlorella, chlorophyll, dandelion, supports overall health, liquid, general audience",0,0.0
Sea Salt Beef,Chomps,"beef, water, lactic acid, sea salt, celery powder, cherry powder, garlic powder, beef collagen casing","grass-fed beef, sea salt, celery, garlic, source of protein, low in carbohydrates, beef stick, general audience",0,0.0
Sea Salt Beef Chomplings,Chomps,"beef, water, lactic acid, sea salt, celery powder, cherry powder, garlic powder, beef collagen","grass-fed beef, sea salt, celery, garlic, source of protein, low in carbohydrates, mini stick, general audience",0,0.0
Sea Stone Diffuser,Vitruvi,,"matte ceramic, natural air care, diffuser, general adult use",32,0.0
Seated Steel Chamber for Oxygen Therapy,Optimal Health,,"oxygen, oxygen therapy, hyperbaric chamber, seated steel chamber, 1.5–2 ATA pressure, 95% pure oxygen, tissue recovery, reduce inflammation, boost oxygen levels, support healing, support immunity, promote cognitive function, cardiovascular health, antioxidant support, steel hyperbaric chamber, headset, cannula, home use, clinical settings",0,0.0
Seeding Unit C001G200UK1,The Nue Co.,,,0,0.0
Selection Box,London Nootropics,"coffee, cordyceps sinensis mushroom, siberian ginseng, lion's mane mushroom, rhodiola rosea, l-theanine, ashwagandha","beta-glucans, lion's mane mushroom, rhodiola rosea, cordyceps mushroom, Siberian ginseng, ashwagandha, L-theanine, maintain normal blood cholesterol levels, cognitive support, stress relief, coffee, adults",54,0.0
Selenium,Pure Encapsulations,"selenomethionine, plant fiber, ascorbyl palmitate, hydroxypropyl methyl cellulose","selenium (organic selenomethionine), protect cells from oxidative stress, support immune system, support thyroid function, maintain healthy hair and nails, support spermatogenesis, vegetarian capsule, adults",947,0.469388
Selenium,Thorne,"selenium, hypromellose, microcrystalline cellulose","selenium, thyroid support, immune system support, cell protection from oxidative stress, healthy hair and nails, supplement, adults",345,0.388462
Selenium - 100 mcg,NOW Foods,"selenium, microcrystalline cellulose, stearic acid, magnesium stearate","selenium, supports immune system function, supports normal thyroid activity, protects cells from oxidative stress, contributes to healthy hair and nails, trace mineral, supplement, adults",17,0.0
Selenium - 200 mcg,NOW Foods,"selenium, rice flour, hypromellose, stearic acid","selenium, supports immune system function, supports normal thyroid activity, protects cells from oxidative stress, maintains normal hair and nails, capsule, general adult audience",12,0.0
SelenoPrecise® 100mcg,Pharma Nord,"selenium, microcrystalline cellulose, dicalcium phosphate, silicon dioxide, hydroxypropyl methylcellulose, talc, magnesium stearate, titanium dioxide","organic selenium (selenomethionine), supports immune system, thyroid function, healthy hair and nails, protects cells from oxidative stress, supports spermatogenesis, tablet, adults",0,0.0
Selfie Stick Bronze,Fierce Nature,"adeps bovis, simmondsia chinensis seed oil, cera alba, mica, iron oxide","vitamins A, D, E, K, pure tallow balm, beeswax, hydrates and nourishes skin, adds bronze glow, contour, highlighter, lips, cheeks, solid balm, intended for general adult use",0,0.0
Selfie Stick Dew,Fierce Nature,"adeps bovis, simmondsia chinensis seed oil, cera alba, mica, titanium dioxide, iron oxides, tin oxide","tallow balm, vitamins A, D, E, K, beeswax, hydrates and nourishes skin, enhances natural vibrance, lip, cheek, and highlighter application, solid balm, all skin tones",0,0.0
Selfie Stick Mocha,Fierce Nature,"adeps bovis, simmondsia chinensis seed oil, cera alba, mica, titanium dioxide, iron oxide","tallow balm, vitamins A, D, E, K, beeswax, hydrates and nourishes skin, adds warmth and depth to lips, cheeks, and as a highlighter, solid balm, general adult audience",0,0.0
Selfie Stick Natural,Fierce Nature,"adeps bovis, simmondsia chinensis, cera alba","tallow, vitamins A, D, E, K, beeswax, deep hydration, skin nourishment, restore moisture balance, lips, cheeks, highlighter, balm, all skin tones",0,0.0
Selfie Stick Pearl Shimmer,Fierce Nature,"adeps bovis, simmondsia chinensis seed oil, cera alba, mica, titanium dioxide, tin oxide","tallow balm, vitamins A, D, E, K, beeswax, hydrates and nourishes skin, enhances natural features, applies on lips, cheeks, highlighter, solid balm, all skin tones",0,0.0
Selfie Stick Rhiannon,Fierce Nature,"adeps bovis, simmondsia chinensis seed oil, cera alba, mica","tallow balm, vitamins A, D, E, K, beeswax, hydrates and nourishes skin, provides sun-kissed flush and natural tint, lip, cheek, highlighter, solid balm stick, general adult audience",0,0.0
Selfie Stick Rose Tint,Fierce Nature,"adeps bovis, simmondsia chinensis seed oil, cera alba, mica, titanium dioxide, iron oxide, tin oxide","tallow balm, vitamins A, D, E, K, beeswax, hydrates and nourishes skin, adds rose pink tint, lip and cheek highlighter, solid balm, all skin tones",0,0.0
Selfie Stick True Pink,Fierce Nature,"adeps bovis, simmondsia chinensis seed oil, cera alba, mica, titanium dioxide, iron oxide, manganese violet","tallow balm, vitamins A, D, E, K, beeswax, hydrates and nourishes skin, adds color to cheeks and lips, highlighter, solid balm, general adult users",0,0.0
Sencha,Rishi Tea,green tea,"Sencha green tea leaves (Saemidori and Okumidori), green tea, organic, antioxidant support, beverage, adults",0,0.0
Senolytic Synergy,Designs For Health,"curcumin, bisdemethoxycurcumin, demethoxycurcumin, quercetin, red grape, fisetin, ginseng, dog rose, guar gum, ascorbic acid, quillaja, silicon dioxide, stearate","curcuminoids, quercetin, fisetin, red grape powder, support daily supplement regimen, capsule, adults seeking plant-based supplements",0,0.0
Senolytique (Liposomal Senolytic Formula),Renue By Science,"quercetin, fisetin, spermidine, vegetable cellulose, sunflower lecithin, rice flour, microcrystalline cellulose, passion flower","quercetin, fisetin, spermidine, liposomal delivery, support body's natural processes, capsule, adults, vegans",0,0.0
Sensate,Sensate,,"infrasonic resonance, bone conduction, relaxation, calming, meditative states, device, adults",556,0.122837
Sensitive Pit Cream,Fat and the Moon,"coconut oil, arrowroot powder, magnesium hydroxide, beeswax, basil essential oil, vetiver essential oil","coconut oil, arrowroot starch, vetiver, basil, balances underarm microbiome, absorbs moisture, neutralises odour, cream, sensitive skin",0,0.0
Sensitol™,Designs For Health,"inositol, alpha lipoic acid, cellulose, vegetable stearate, silicon dioxide","myo-inositol, D-chiro-inositol, alpha-lipoic acid, nutritional support, capsules, general adult audience",0,0.0
Serene Daily SPF 50+ | PA++++,By Sarah,"aqua, diethylamino hydroxybenzoyl hexyl benzoate, dicaprylyl carbonate, ethylhexyl salicylate, ethylhexyl triazone, triheptanoin, bis-ethylhexyloxyphenol methoxyphenyl triazine, propanediol, glycerin, polyglyceryl-3 methylglucose distearate, phenylbenzimidazole sulfonic acid, silica, undecane, glyceryl stearate, niacinamide, benzyl alcohol, tridecane, hectorite, hydroxyacetophenone, coco-caprylate/caprate, sodium hydroxide, xanthan gum, ethylhexylglycerin, butylene glycol, c9-12 alkane, dilinoleic acid/butanediol copolymer, hordeum vulgare seed extract, prunus persica juice, pyrus malus juice","ginseng, apple, peach, wheat, barley extracts, sun protection, antioxidant protection, sunscreen, all skin types",0,0.0
Seriously Delicious Omega-3 - Key Lime Pie,Barlean's,"fish oil, water, xylitol, glycerine, gum arabic, natural flavor, citric acid, xanthan gum, vitamin e, rosemary extract, ascorbyl palmitate, green tea extract, guar gum, sorbic acid, turmeric","EPA, DHA, brain function maintenance, vision maintenance, omega-3 support, emulsified fish oil, spoonable liquid, families, busy lifestyles",0,0.0
Seriously Delicious Omega-3 - Mango Peach Smoothie,Barlean's,"water, fish oil, xylitol, glycerine, gum arabic, natural flavor, citric acid, xanthan gum, vitamin e, rosemary extract, green tea extract, ascorbyl palmitate, guar gum, beta carotene, vegetable juice, sorbic acid, vitamin d3","EPA, DHA, omega-3 fatty acids, improved absorption, daily omega-3 supplementation, emulsified liquid, family-friendly",0,0.0
Seriously Delicious Total Omega - Orange Crème,Barlean's,"water, fish oil, flaxseed oil, borage oil, xylitol, glycerin, gum arabic, natural flavors, citric acid, xanthan gum, vitamin e, rosemary extract, ascorbyl palmitate, green tea extract, guar gum, beta carotene, sorbic acid","fish oil, flax oil, borage oil, EPA, DHA, alpha-linolenic acid (ALA), guar gum, vitamin E, support heart function, maintain normal blood cholesterol levels, protect cells from oxidative stress, emulsified for better absorption, creamy orange sorbet flavor, liquid form, adults",0,0.0
Seriously Soothing Cleansing Cream,Acure,"water, sodium cocoyl isethionate, glyceryl stearate, hydroxypropyl starch phosphate, glyceryl oleate, decyl glucoside, glycerin, paeonia lactiflora root extract, chamomilla recutita flower extract, anthemis nobilis flower oil, rubus fruticosus fruit extract, euterpe oleracea fruit extract, rosa canina fruit extract, calendula officinalis flower extract, aspalathus linearis leaf extract, punica granatum extract, jojoba esters, sclerotium gum, sodium levulinate, glycerophosphoinositol lysine, glyceryl caprylate, disodium coco-glucoside citrate, sodium lauroyl lactylate, sodium phytate, ethylhexylglycerin, potassium sorbate, citric acid","organic Chamomile, Sunflower Amino Acids, Argan Oil, alleviate skin dryness, soothe and hydrate dry sensitive skin, day cream, people with sensitive or dry skin",0,0.0
Serotone 5-HTP 100mg,Higher Nature,"griffonia simplicifolia seed, hydroxypropyl methylcellulose, microcrystalline cellulose, nicotinamide, zinc citrate, magnesium stearate, silicon dioxide, pyridoxal-5-phosphate, pyridoxine hydrochloride, pteroylmonoglutamic acid, biotin","B vitamins (B3, B6, biotin, folic acid), zinc, Griffonia simplicifolia seed extract, mind and mood support, normal psychological function, normal cognitive function, capsule, vegans and vegetarians",14,0.0
Serotonin Mood Support,BrainMD,"pyridoxine, pyridoxal-5-phosphate, folate, 5-methyltetrahydrofolate, glucosamine, methylcobalamin, saffron, crocus sativus, hydroxytryptophan, griffonia simplicifolia, vegetable cellulose, microcrystalline cellulose, magnesium stearate, silicon dioxide","Vitamin B6, Vitamin B12, folate, saffron extract, 5-HTP from Griffonia simplicifolia seed, support normal psychological function, reduce tiredness and fatigue, support immune and nervous system function, tablet or capsule (implied), adults",0,0.0
Serotonin Nutrients,Seeking Health,"niacin, vitamin b6, inositol, turmeric, 5-hydroxytryptophan, saffron, hypromellose, water, ascorbyl palmitate, leucine, silica","5-HTP (HT Purity™), Safr'Inside™ Saffron Extract, Vitamin B6 (Pyridoxal-5-Phosphate), Inositol, reduce tiredness and fatigue, support nervous system and psychological function, contribute to healthy skin and mucous membranes, energy, focus, positive outlook, not specified, not specified",16,0.0
Sexual Performance Booster,JOYMODE,"vitamin c, l-citrulline, arginine nitrate, panax ginseng root, citric acid, silicon dioxide, stevia leaf extract","vitamin C, ginseng, amino acids, reduce tiredness and fatigue, support energy metabolism, support immune function, support collagen formation, protect cells from oxidative stress, sexual performance booster, powder sachet, active adults",747,0.284314
Shape Protein & Collagen Greens - Chocolate,Sunwarrior,"pea protein, brown rice protein, guar gum, kale, spinach, spirulina, astragalus membranaceus, panax notoginseng root, saffron, acerola juice, sea buckthorn, tremella mushroom, hyaluronic acid, bamboo, marine algae, biotin, holy basil leaf, sunflower seed, oat, medium-chain triglycerides oil, sea salt, steviol glycosides","plant-based protein, biotin, vitamin C, muscle maintenance, bone maintenance, skin maintenance, hair maintenance, collagen formation, powder, adults, vegans",0,0.0
Shape Protein & Collagen Greens - Vanilla,Sunwarrior,"pea protein, brown rice protein peptides, partially hydrolysed guar gum, kale, spinach, spirulina, astragalus membranaceus, panax notoginseng root, saffron, acerola juice powder, sea buckthorn powder, tremella mushroom extract, hyaluronic acid, bamboo extract, marine algae, biotin, holy basil leaf extract, sunflower seed extract, oat powder, medium-chain triglycerides oil, sea salt, steviol glycosides","plant-based protein, biotin, vitamin C, muscle mass maintenance, bone health, skin and hair support, collagen formation, powder, vegan adults",0,0.0
Shea Butter & Almond Foaming Bath,Dr Teals,"water, sodium lauryl sulfate, cocamidopropyl betaine, sodium laureth sulfate, amyris balsamifera bark oil, prunus amygdalus dulcis oil, butyrospermum parkii butter, magnesium sulfate, peg-4 rapeseedamide, polyglyceryl-10 caprylate, polyglyceryl-10 caprate, methylchloroisothiazolinone, methylisothiazolinone, disodium edta, peg/ppg-18/18 dimethicone, citric acid, sodium hydroxide","Epsom salt, shea butter, almond oil, essential oils, eases sore muscles, moisturises skin, calms mind, foaming bath, general adult use",0,0.0
Shea Butter & Almond Oil Body Sugar Scrub,Dr Teals,"sucrose, glycerin, polysorbate, silica, amyris balsamifera bark oil, butyrospermum parkii butter, citrus sinensis oil, prunus amygdalus dulcis oil, macadamia ternifolia seed oil, cocos nucifera oil, oenothera biennis oil, carthamus tinctorius seed oil, persea gratissima oil, retinyl palmitate, ascorbic acid, sorbic acid, juglans regia shell powder, phenoxyethanol, ethylhexylglycerin","shea butter, almond oil, Epsom salt, essential oils, exfoliation, moisturising, softening dry skin, relieving dry skin, body scrub, adults",0,0.0
Shea Butter & Almond Salts,Dr Teals,"magnesium sulfate, butyrospermum parkii, fragrance, prunus amygdalus dulcis, amyris balsamifera, helianthus annuus, aloe barbadensis, sodium bicarbonate","Epsom Salt, Shea Butter, Almond Oil, Essential Oils, relieves muscle aches and tension, hydrates and softens skin, calms the mind, bath soak, adults",0,0.0
Shiatsu Deluxe Foot Massager with Heat,HoMedics,,,0,0.0
Shield,Renue By Science,"vitamin c, calcium alpha-ketoglutarate, palmitoylethanolamide, hyaluronic acid, vegetable cellulose, sunflower lecithin, rice flour, microcrystalline cellulose, passion flower extract","Vitamin C, Calcium Alpha-Ketoglutarate, immune system support, protection from oxidative stress, energy-yielding metabolism, muscle function, capsule, adults",0,0.0
Shiitake Dual Mushroom Extract with Kakadu Plum,Life Cykel,"water, alcohol, shiitake mushroom, kakadu plum","Shiitake extract, Kakadu Plum, full-spectrum extract, fruiting bodies and mycelium, alcohol-based formula, quick absorption, liquid extract, adults",0,0.0
Shiitake Honey Pearls,Ode Health,"lentilula edodes, shiitake, honey","organic shiitake mushrooms, honey, everyday wellbeing, bite-sized pearl, general adult audience",0,0.0
Shiitake Mushroom Oil,Algae Cooking Club,"algae oil, shiitake, miso, black garlic, urfa chili, wakame, kombu, vitamin E","shiitake mushrooms, red miso, black garlic, wakame, Urfa chilli, high oleic algae oil, vitamin E, enhance flavour, protect cells from oxidative stress, oil, general adult audience",0,0.0
Shilajit,Erewhon,shilajit,"trace minerals, fulvic acid, humic acid, support daily routine, resin, adults",0,0.0
Shilajit Fulvic Acid Complex,Jarrow Formulas,"shilajit, fulvic acid, microcrystalline cellulose, hydroxypropyl methylcellulose, maltodextrin, magnesium stearate, silicon dioxide","fulvic acid complex, dibenzo-α-pyrones, chromoproteins, support daily health, capsule, adults",8,0.0
Shilajit Gummies,Organifi,"vitamin a, potassium, shilajit, tapioca syrup, cane sugar, water, pectin, natural flavours, citric acid, sunflower lecithin, carnauba wax","PrimaVie Shilajit Extract, organic sweeteners, natural flavours, vitamin A, support everyday wellbeing, gummy, general adult consumers",311,0.524194
Shilajit extract,Fushi,"hydroxypropylmethyl cellulose, shilajit, tulsi, kapikachhu, white musli","Shilajit, Mucuna Pruriens, Tulsi, White Musli, mineral supplementation, capsules, adults",250,0.0
Shilajit+,Hanah,"himalayan shilajit, ashwagandha, velvet bean","shilajit, ashwagandha, velvet bean, daily nourishment, trace mineral supplementation, capsule, adults",0,0.0
Shipping Protection,pdq,,"shipping protection, insurance against lost or damaged packages, service, all customers",0,0.0
Shower Filter,Hello Klean,,"KDF 55, Calcium Sulphite, reduces chlorine, copper, iron, lead, cadmium, nickel, shower filter, reduces impurities in tap water, refillable aluminium design, adults",90,0.0
Shower Filter - Chrome,Hello Klean,"calcium sulphite, activated carbon, ceramic beads","KDF 55, Calcium Sulphite, Activated Carbon, Ceramic Beads, reduces chlorine and heavy metals, improves skin and hair softness, shower filter, general adult users",0,0.0
Shower Head 2.0 Chrome,Hello Klean,,,0,0.0
Shower Head Filter - Chrome,Hello Klean,"amino acid, activated carbon","KDF 55, Amino Acid Granules, Activated Carbon, removes chlorine and heavy metals, enhances water pressure, saves water, protects hair and skin, shower head filter, general adult users",0,0.0
Shower Head Refill Capsule,Hello Klean,"amino acid, activated carbon","KDF 55, Amino Acid Granules, Activated Carbon, reduces chlorine and heavy metals, increases water pressure, saves water, protects hair and skin, refill capsule, users of Hello Klean Shower Head",0,0.0
Shower Head Refill Cartridge,Hello Klean,,,0,0.0
Shower Head Refill Cartridges,Hello Klean,"lead, iron, copper, mercury, nickel, amino acid, activated carbon fiber","water purification materials, improve water quality, refill cartridge, households",80,0.0
Shroom Coffee,Rheal Superfoods,"arabica coffee, lion's mane mushroom, maca root","Arabica Coffee, Lion's Mane Mushroom, Maca Root, caffeine 50mg, focus and clarity, coffee, adults",175,0.226415
Signature 72% Bar,Evolved,"cacao, coconut sugar, cacao butter","organic cacao, coconut sugar, dairy-free, plant-based, paleo, gluten-free, chocolate bar, general audience",0,0.0
Signature Bundle,Pvolve,,"P.ball, P.band, precision mat, sculpting and toning body, strengthening glutes, core, abs, obliques, enhancing mobility and stability, fitness equipment bundle, adults interested in fitness",169,0.179715
Signature Freedom System Journey,AEQUIL,"water, magnesium chloride, monosodium orthophosphate, cliver aerial part extract, rhodiola root extract, folic acid, citric acid, potassium sorbate, zinc bisglycinate, pyridoxine hydrochloride, thiamine hydrochloride, ascorbic acid, niacinamide, biotin","vitamins, minerals, botanicals, detoxification, brain support, heart support, digestive support, urogenital support, lymphatic flow, immunity, energy, stress resilience, mental recovery, physical recovery, liquid supplement, adults",0,0.0
Siliphos,Thorne,"milk thistle seed, leucine, microcrystalline cellulose, silicon dioxide","milk thistle, silybin, phospholipids, phosphatidylcholine, liver support, capsule, adults",35,0.0
Silymarin,Pure Encapsulations,"milk thistle, cellulose, water","milk thistle extract (80% silymarin), support wellbeing, capsule, adults",313,0.461538
Simple Protein : Pea,Sprout Living,yellow pea protein,"organic yellow pea protein, supports muscle growth and maintenance, helps maintain normal bones, protein powder, general adult consumers including those on Whole30, low-FODMAP, keto, paleo, or hypoallergenic diets",127,0.0
Simple Protein : Pumpkin Seed,Sprout Living,pumpkin seed,"organic cold-pressed pumpkin seed powder, supports muscle growth and maintenance, helps maintain normal bones, powder, general adult consumers",72,0.0
Simply Gum - Cleanse,Simply,"cane sugar, chicle, grapefruit, prickly pear, vegetable glycerin, cayenne pepper, sea salt, rice flour","grapefruit, prickly pear, cayenne, sea salt, natural chicle base, organic ingredients, freshness, clean chew, gum, general audience",0,0.396825
Simply Gum - Peppermint,Simply,"cane sugar, chicle, peppermint oil, vegetable glycerin, rice flour","organic raw cane sugar, natural chicle base, natural peppermint oil, instant refreshment, peppermint flavor, chewable gum, general audience",0,0.0
Simply Mints (Tin) - Peppermint,Simply,"cane sugar, peppermint oil, calcium stearate","peppermint oil, cane sugar, freshening breath, mint, non-GMO, vegan, kosher, mints, general audience",0,0.0
Simply White Bar,Evolved,"cashews,cacao butter,jerusalem artichoke fiber,monk fruit,vanilla bean","organic cashews, cacao butter, organic monk fruit extract, dairy-free white chocolate, plant-based, paleo-friendly, keto-friendly, gluten-free, bar, people seeking plant-based, paleo, or keto-friendly treats",0,0.0
Single Edge Blades,Leaf Shave,,"high-grade steel, smooth shave, reduce irritation, minimize nicks, single-edge blades, compatible with Leaf Shave razors, recyclable blades, blades, general adult users",0,0.0
"Single-Edge Kit - Thorn, Black",Leaf Shave,,"single-edge blades, precision shaving for heavier hair growth, razor with stand and blades, adults with heavier hair growth",0,0.0
"Single-Edge Kit - Thorn, Chrome",Leaf Shave,,"single-edge blades, precision shaving for heavier hair growth, razor with stand and blades, adults with heavier hair growth",0,0.0
